,Title,Price,NumberReview,Review,url
121,nuLOOM EMMN03A Vintage Persian Belinda Area Rug 5' X 8' Cream  ,151.00,8,3.4 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A02515081GTQVOT19RMEG&url=%2FnuLOOM-EMMN03A-Vintage-Persian-Belinda%2Fdp%2FB07NSQKJ3N%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-98-spons%26psc%3D1&qualifier=1637448031&id=6921555558689814&widgetName=sp_atf_next
122,"A2Z Rug|Qashqai 5578 Transitional Oriental Boho Red Pattern|Bedroom Study Room Entry Area Rug|Soft Short Pile|120x170cm - 3'11""x5'7""ft|Traditional Small Area Carpet  ",69.99,412,4.3 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A06959332T5M7P52IU261&url=%2FA2Z-Rug-Traditional-Qashqai-Collection%2Fdp%2FB0762QV81Z%2Fref%3Dsr_1_99_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-99-spons%26psc%3D1&qualifier=1637448031&id=6921555558689814&widgetName=sp_atf_next
123,Turkish Coffee Espresso Cooper Set for Serving - 12 Pcs - 100g Turkish Coffee - Cups Saucers 5 oz with Brass Handle Cezve Pot 2 Teaspoons - Vintage Engraved Embroidered Design Jezve Ibrik Briki  ,59.99,1,5.0 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A054930532HEVW8ZOR03O&url=%2FTurkish-Coffee-Espresso-Cooper-Serving%2Fdp%2FB09BVWVGC6%2Fref%3Dsr_1_100_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-100-spons%26psc%3D1&qualifier=1637448031&id=6921555558689814&widgetName=sp_atf_next
124,Arena Women’s Rule Breaker Feel Triangle Top MaxLife Bikini Top  ,37.92,81,4.0 out of 5 stars,https://www.amazon.ca/Arena-Rulebreaker-Triangle-Green-Yellow-XX-Small/dp/B07BJKDJCP/ref=sr_1_101?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-101
125,Indian Hand Made Traditional Persian Design Cashmere Silk Carpet and Wall Hanging Size 2X3 Feet JBC04  ,535.51,,,https://www.amazon.ca/Indian-Traditional-Persian-Cashmere-Hanging/dp/B08CZQS5BS/ref=sr_1_102?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-102
126,The Persians: An Ancient Greek Tragedy  ,11.72,Golabi,3.0 out of 5 stars,https://www.amazon.ca/Persians-Ancient-Greek-Tragedy/dp/1507838247/ref=sr_1_103?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-103
127,"Rug Branch Majestic Cream Traditional Vintage Persian High-Density Area Rug (5x8 feet) Transitional - 5'3"" x 7'5"", Cream  ",219.00,6,4.6 out of 5 stars,https://www.amazon.ca/Rug-Branch-Majestic-High-Density-Transitional/dp/B07RTCVS3L/ref=sr_1_104?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-104
128,"nuLOOM KKAS27A Traditional Persian Edra Area Rug, 5' 3"" x 7' 7"", Blush  ",264.97,7,3.8 out of 5 stars,https://www.amazon.ca/nuLOOM-KKAS27A-Traditional-Persian-Blush/dp/B01MS7F4I9/ref=sr_1_105?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-105
129,"Pacifica Beauty Spray Perfume, Persian Rose, 1 Fluid Ounce  ",47.99,803,4.3 out of 5 stars,https://www.amazon.ca/Pacifica-Beauty-Spray-Perfume-Persian/dp/B006SKF8V2/ref=sr_1_106?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-106
130,"nuLOOM RZBD38A Persian Vintage Raylene Area Rug, 4' x 6', Blue  ",131.00,863,4.6 out of 5 stars,https://www.amazon.ca/nuLOOM-Persian-Vintage-Raylene-Pink/dp/B01NAWNK77/ref=sr_1_107?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-107
131,JINCHAN Area Rug 3x5 Persian Rug Indoor Vintage Floor Mats Chenille Soft Mat Multi Floral Print Carpet Boho Chic Farmhouse Non-Slip for Kitchen Living Room Bedroom Dining Room  ,58.99,214,4.7 out of 5 stars,https://www.amazon.ca/JINCHAN-Persian-Chenille-Farmhouse-Non-Slip/dp/B091TKFTD6/ref=sr_1_108?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-108
132,"nuLOOM Sarita Distressed Persian Runner Rug, 2' 6"" x 8', Grey  ",74.65,198,4.3 out of 5 stars,https://www.amazon.ca/nuLOOM-Distressed-Persian-Sarita-Grey/dp/B01M74ZIBI/ref=sr_1_109?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-109
133,Wacoal Womens Embrace Lace Plunge Contour Bra  ,69.72,210,4.3 out of 5 stars,https://www.amazon.ca/Wacoal-Womens-Embrace-Contour-Persian/dp/B08MVF858D/ref=sr_1_110?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-110
134,"nuLOOM Ethel Medallion Fringe Runner Rug, 2' x 6', Rust  ",98.63,865,4.3 out of 5 stars,https://www.amazon.ca/nuLOOM-Ethel-Medallion-Fringe-Runner/dp/B07VPLF6BM/ref=sr_1_111?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-111
135,"Golden Splendor Journal (Diary, Notebook)  ",15.99,Golabi,4.9 out of 5 stars,https://www.amazon.ca/Golden-Splendor-Journal-Diary-Notebook/dp/1441330380/ref=sr_1_112?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-112
136,"Rug Branch Majestic Red Cream Traditional Vintage Persian High-Density Area Rug (5x8 feet) Transitional - 5'3"" x 7'5"", Red Cream  ",219.00,8,4.0 out of 5 stars,https://www.amazon.ca/Rug-Branch-Majestic-High-Density-Transitional/dp/B07RR6B4DT/ref=sr_1_113?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-113
137,"Nourison Passion Persian Center Medallion Light Grey/Pink 4' Round Area Rug , 4' x Round  ",86.80,9,3.9 out of 5 stars,https://www.amazon.ca/Nourison-Passion-Persian-Center-Medallion/dp/B08CMBF896/ref=sr_1_114?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-114
138,"nuLOOM Diana Persian Vintage Area Rug, 5' 3"" x 7' 3"", Blue  ",135.49,5,3.8 out of 5 stars,https://www.amazon.ca/nuLOOM-Diana-Persian-Vintage-Area/dp/B07TFBJCRM/ref=sr_1_115?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-115
139,Amur Shiraz Handmade Persian Rug 73.62 x 39.37 inches.  ,"1,250.00",,,https://www.amazon.ca/Shiraz-Handmade-Persian-73-62-inches/dp/B08DW7THF6/ref=sr_1_116?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-116
140,"A2Z Rug|Trendy 7926 Moroccan Geometric Silver Grey White Diamond Pattern|Living Room Dining Room Area Rug|Soft Short Pile|160x230cm-5'3"" x7'7''ft|Trellis Medium Carpet  ",109.99,281,4.3 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A09545452AQY4ZF41S8XI&url=%2FA2Z-Rug-Geometric-Trendy-160x230%2Fdp%2FB07CZN5KZG%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-117-spons%26psc%3D1&qualifier=1637448031&id=6921555558689814&widgetName=sp_mtf
141,"Ambesonne Ethnic Cutting Board, Traditional Persian Motif Oriental Moroccan Effects Exotic Style Boho Design, Decorative Tempered Glass Cutting and Serving Board, Large Size, Coffee Blue  ",26.95,4,3.9 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A08726811HOMU70H6EVMX&url=%2FAmbesonne-Traditional-Oriental-Moroccan-Decorative%2Fdp%2FB07D2DY7JS%2Fref%3Dsr_1_118_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-118-spons%26psc%3D1&qualifier=1637448031&id=6921555558689814&widgetName=sp_mtf
142,"Thickened Large Sized Laundry,Flower Bouquet With Paisley Pattern Colorful Floral Damask Bohemian Persian,Drawstring Round Linen Collapsible Storage Basket,Dirty Clothes Hamper For Bedroom(19""X14"")  ",42.96,,,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A04198433TTEOE5P5VXRR&url=%2FThickened-Colorful-Bohemian-Drawstring-Collapsible%2Fdp%2FB098LPM9MS%2Fref%3Dsr_1_119_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-119-spons%26psc%3D1&qualifier=1637448031&id=6921555558689814&widgetName=sp_mtf
143,JV Home Vintage Collection Distressed | Bohemian Chic Area Rug for Living Room 4' x 6' Beige/Brown/Cream  ,78.90,505,4.4 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A05890253STPQGNHPSHNK&url=%2FJV-Home-Collection-Distressed-Bohemian%2Fdp%2FB07TW2J24B%2Fref%3Dsr_1_120_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-120-spons%26psc%3D1%26smid%3DA10MGB89B0LKV9&qualifier=1637448031&id=6921555558689814&widgetName=sp_mtf
144,Design Toscano PERSIAN Griffin Wall Sculpture  ,85.91,240,4.7 out of 5 stars,https://www.amazon.ca/Design-Toscano-PERSIAN-Griffin-Sculpture/dp/B012O7AL7S/ref=sr_1_121?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-121
145,"Royal Canin Breed Health Nutrition Persian Dry Cat Food, 7-Pound  ",59.99,1065,4.8 out of 5 stars,https://www.amazon.ca/ROYAL-HEALTH-NUTRITION-Persian-7-Pound/dp/B00ECQ990K/ref=sr_1_122?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-122
146,Millffy Fuzzy Cat Animal Slippers Animal Raccoon Non-Slip Fluffy Memory Foam Home Cozy Slipper Gifts for Women Girls  ,25.32,49,3.8 out of 5 stars,https://www.amazon.ca/Millffy-Slippers-Raccoon-Non-Slip-Longhair/dp/B08H4Y1KNQ/ref=sr_1_123?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-123
147,Luxe Weavers Euston Blue 8 x 10 Abstract Modern Area Rug  ,365.29,471,4.7 out of 5 stars,https://www.amazon.ca/Luxe-Weavers-Euston-Abstract-Modern/dp/B08143P84M/ref=sr_1_124?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-124
148,"Rug Branch Majestic Cream Black Traditional Vintage Persian High-Density Area Rug (5x8 feet) Transitional - 5'3"" x 7'5"", Cream Black  ",219.00,,,https://www.amazon.ca/Rug-Branch-Majestic-High-Density-Transitional/dp/B07RN2B4BS/ref=sr_1_125?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-125
149,"+ HOM 8 pcs Kabob 1"" Wide Skewers, 23.5"" Long, Heavy Duty Stainless Steel, No-Wood Handle, Perfect for Koobideh Kebab Persian/Brazilian Style with a Carrying Case  ",42.82,195,4.6 out of 5 stars,https://www.amazon.ca/Skewers-Stainless-No-Wood-Koobideh-Brazilian/dp/B0851VH7WD/ref=sr_1_126?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-126
150,"Nourison Grafix Multicolor Persian Area Rug 5'3"" x 7'3"" X7'3  ",115.82,434,4.6 out of 5 stars,https://www.amazon.ca/Nourison-GRF31-Grafix-Multicolor-Persian/dp/B07GSM8GL8/ref=sr_1_127?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-127
151,"nuLOOM Corolla Persian Vintage Area Rug, 8' x 10', Beige  ",297.14,6,4.7 out of 5 stars,https://www.amazon.ca/nuLOOM-Corolla-Persian-Vintage-Beige/dp/B07TLZSRSH/ref=sr_1_128?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-128
152,"Marshalls Creek Spices Dried Persian Limes Whole, XX-Large, 1 Pound  ",56.65,,,https://www.amazon.ca/Marshalls-Creek-Spices-Persian-XX-Large/dp/B00J9B7UGI/ref=sr_1_129?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-129
153,"Canvas Web Belt | Cut to Fit Up to 52"" | Flip-Top Matte Silver Nickel Buckle 12 Colors  ",11.99,1228,4.3 out of 5 stars,https://www.amazon.ca/Canvas-Flip-Top-Brushed-Silver-Nickel/dp/B07JZFG7ST/ref=sr_1_130?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-130
154,"Safavieh Persian Legend Collection PL522A Handmade Red and Beige Wool Oval Area Rug, 7 feet 6 inches by 9 feet 6 inches Oval (7'6"" x 9'6"" Oval)  ",996.09,4,4.5 out of 5 stars,https://www.amazon.ca/Safavieh-Persian-Legend-Collection-Handmade/dp/B003MD2D02/ref=sr_1_131?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-131
155,"nuLOOM Celeste Persian Vintage Runner Rug, 2' x 8', Multi  ",58.99,145,4.5 out of 5 stars,https://www.amazon.ca/nuLOOM-Celeste-Persian-Vintage-Runner/dp/B07TJXY9X5/ref=sr_1_132?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-132
156,The Persians  ,0.00,Golabi,2.9 out of 5 stars,https://www.amazon.ca/Persians-Aeschylus-ebook/dp/B0095LJ0P6/ref=sr_1_133?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-133
157,"Ottomanson Ottohome Persian Heriz Oriental Design Area Rug with Non-Skid Rubber Backing, 2' X 5' Oval , Red Persian Heriz  ",29.15,3959,4.2 out of 5 stars,https://www.amazon.ca/Ottomanson-Ottohome-Persian-Oriental-Non-Skid/dp/B076D6ZZXP/ref=sr_1_134?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-134
158,"Sultan Medallion Red Oriental Area Rug 2 x 7 ( 2'3"" x 7'3"" Runner ) Persian Floral Traditional Easy Clean Stain Fade Resistant Shed Free Modern Classic Contemporary Thick Soft Plush Living Dining Room  ",132.57,15,4.8 out of 5 stars,https://www.amazon.ca/Medallion-Oriental-Traditional-Resistant-Contemporary/dp/B01D5JGVZ0/ref=sr_1_135?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-135
159,"Nourison Grafix Modern Persian Navy Blue 4' x Round Area Rug, (4' Round)  ",63.56,1636,4.5 out of 5 stars,https://www.amazon.ca/Nourison-Grafix-Center-Medallion-Round/dp/B08D6YC96M/ref=sr_1_136?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-136
160,"Gilded Rosettes Journal (Diary, Notebook)  ",15.99,Golabi,4.9 out of 5 stars,https://www.amazon.ca/Gilded-Rosettes-Journal-Diary-Notebook/dp/1441324941/ref=sr_1_137?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-137
161,Persian-Rugs 6495 Distressed Cream 8x10 Area Rug Carpet Large New  ,405.50,,,https://www.amazon.ca/Persian-Rugs-6495-Cream-8x10-Distressed/dp/B073TT98ZY/ref=sr_1_138?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-138
162,"JONATHAN Y JMDP104 Modern Persian Vintage Medallion Floral Area Rug for Bedroom Kitchen Living Room Indoor Decor, 6' Round, Gray  ",123.99,,,https://www.amazon.ca/JONATHAN-JMDP104-Persian-Vintage-Medallion/dp/B09G3GFTWT/ref=sr_1_139?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-139
163,Persian Kamanche Kamancha Kamanchah Kamancheh MHK-303  ,626.25,,,https://www.amazon.ca/Persian-Kamanche-Kamancha-Kamanchah-Kamancheh/dp/B07VL96FGV/ref=sr_1_140?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-140
164,"nuLOOM Geraldine Persian Area Rug, 5' x 8', Green  ",209.35,19,4.7 out of 5 stars,https://www.amazon.ca/nuLOOM-KSRS09B-Traditional-Persian-Geraldine/dp/B07L9TWNF7/ref=sr_1_141?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-141
165,"Nourison Passion Persian Oushak Light Grey/Pink 2'2"" x 10' Area Rug (10' Runner)  ",103.13,,,https://www.amazon.ca/Nourison-Passion-Persian-Oushak-Runner/dp/B07XC1NJBV/ref=sr_1_142?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-142
166,"Ladole Rugs Meshkabad Cream Beige Antique Persian Indoor Runner Rug Carpet, 3x5 (2'7"" x 4'11"", 80cm x 150cm), Red Brick Beige Brown (LGN10000)  ",57.53,6,4.1 out of 5 stars,https://www.amazon.ca/Persian-Antique-Carpet-Living-27%E2%80%B3x411/dp/B07SYCLHDB/ref=sr_1_143?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-143
167,Tapp Collections Premium Shemagh Head Neck Scarf  ,18.99,10874,4.5 out of 5 stars,https://www.amazon.ca/Premium-Shemagh-Head-Neck-Scarf/dp/B00X31L2W8/ref=sr_1_144?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-144
168,"Safavieh Vintage Hamadan Collection VTH219A Traditional Oriental Persian Area Rug, 6' 7"" Square, Red/Multi  ",233.99,7,4.8 out of 5 stars,https://www.amazon.ca/Safavieh-Vintage-Collection-Oriental-Antiqued/dp/B01LZRZ7D6/ref=sr_1_145?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-145
169,"nuLOOM Velva Persian Medallion Area Rug, 5' x 7' 5"", Orange  ",223.79,114,4.4 out of 5 stars,https://www.amazon.ca/nuLOOM-RZBD57A-Persian-Medallion-Orange/dp/B071DXP1X9/ref=sr_1_146?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-146
170,"Ambesonne Paisley Tablecloth, Soft Digital Traditional Persian Ornate Leaf with Stripes Tracery Image, Rectangular Table Cover for Dining Room Kitchen Decor, 60"" X 84"", White Grey  ",48.95,23,4.6 out of 5 stars,https://www.amazon.ca/Ambesonne-Paisley-Tablecloth-Traditional-Rectangular/dp/B06X3ZXYM5/ref=sr_1_147?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-147
171,Persian (Icelandic Edition)  ,0.00,,,https://www.amazon.ca/Persian-Icelandic-Amber-Lagae-ebook/dp/B09LRNPV77/ref=sr_1_148?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-148
172,Yuchen New 2.8'x10' Red Persian Long Hallway Handmade Pure Silk Rugs Hall Stair Runner Carpet  ,"3,362.14",,,https://www.amazon.ca/Yuchen-2-8x10-Persian-Hallway-Handmade/dp/B01AW15RLI/ref=sr_1_149?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-149
173,"nuLOOM 200KKCB15B-2608 Vintage Erline Area Rug, 2' 6"" x 8'  ",83.60,823,4.5 out of 5 stars,https://www.amazon.ca/nuLOOM-200KKCB15B-2608-Vintage-Erline-Area/dp/B077JR6FDR/ref=sr_1_150?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-150
174,Inzoey Wool Felt Muslim Moroccan Turkish Hats Prayer Fez Style Pakistani Topi Hat  ,28.99,35,4.3 out of 5 stars,https://www.amazon.ca/Inzoey-Moroccan-Turkish-Prayer-Pakistani/dp/B07BRY9L7J/ref=sr_1_151?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-151
175,"nuLOOM Paisley Verona Vintage Persian Area Rug, 4' x 6', Blue  ",115.42,7,3.2 out of 5 stars,https://www.amazon.ca/nuLOOM-200RZBD07A-406-Traditional-Persian-Vintage/dp/B014WDEDQM/ref=sr_1_152?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448031&sprefix=persian%2Caps%2C148&sr=8-152
176,"nuLOOM Floral Persian Lavenia Area Rug, 8' 10"" x 12', Aqua  ",471.48,43,4.3 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A00835712AUZTXYNQTR69&url=%2FnuLOOM-Floral-Persian-Lavenia-Aqua%2Fdp%2FB01MY7VRPW%2Fref%3Dsr_1_153_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-153-spons%26psc%3D1&qualifier=1637448031&id=6921555558689814&widgetName=sp_btf
177,"Lunarable Burgundy Fabric by The Yard, Oriental Mandala Floral Motifs Persian Mosaic Abstract, Decorative Fabric for Upholstery and Home Accents, 5 Yards, Navy Blue  ",63.95,,,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A02890812USWFKRHEQKYT&url=%2FLunarable-Burgundy-Oriental-Decorative-Upholstery%2Fdp%2FB07HFZ1P4T%2Fref%3Dsr_1_154_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-154-spons%26psc%3D1&qualifier=1637448031&id=6921555558689814&widgetName=sp_btf
178,"Rug Branch Nova Grey Blue Modern Soft Durable Area Rug (5x8 feet) Abstract - 5'3"" x 7'5"", Grey/Blue  ",175.89,3,4.6 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A0665736U4GRU10YAKRJ&url=%2FRug-Branch-Nova-Durable-Abstract%2Fdp%2FB07RTCHMVV%2Fref%3Dsr_1_155_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-155-spons%26psc%3D1&qualifier=1637448031&id=6921555558689814&widgetName=sp_btf
179,"Rug Branch Nova Collection Modern Abstract Area Rug (4x6 feet) - 3'9"" x 5'6"", Grey Red  ",93.99,7,3.5 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A06638283LPVB3KICMB6C&url=%2FRug-Branch-Nova-Durable-Abstract%2Fdp%2FB07RTD55HR%2Fref%3Dsr_1_156_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-156-spons%26psc%3D1&qualifier=1637448031&id=6921555558689814&widgetName=sp_btf
180,QHWLKJ Faux Sheepskin Fur Rug Soft Fluffy Carpets Chair Couch Cover Seat Area Rugs for Bedroom Sofa Floor Living Room  ,34.99,611,4.1 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A026498129H0FDB2LYF4V&url=%2FSheepskin-QHWLKJ-Fleece-Bedroom-60x160cm%2Fdp%2FB07MGL4P5C%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448038%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-145-spons%26psc%3D1&qualifier=1637448038&id=8527854943424955&widgetName=sp_atf_next
181,"nuLOOM Arlena Vintage Area Rug, 4' x 6', Grey  ",99.99,1495,4.4 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A078823616AKIPVBQHK0C&url=%2FnuLOOM-Aaliyah-Abstract-Area-Grey%2Fdp%2FB01MSBX1IP%2Fref%3Dsr_1_146_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448038%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-146-spons%26psc%3D1&qualifier=1637448038&id=8527854943424955&widgetName=sp_atf_next
182,"A2Z Rug|Qashqai 5578 Bohemian Multi Medallion Cream Oriental Pattern|Bedroom Lining Dining Room Area Rug|Soft Short Pile|160x230cm - 5'3""x7'7""ft|Traditional Medium Area Carpet  ",109.99,412,4.3 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A06719613A0EY02Z7ONL&url=%2FA2Z-Rug-Traditional-Qashqai-Collection%2Fdp%2FB0762SB3CQ%2Fref%3Dsr_1_147_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448038%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-147-spons%26psc%3D1&qualifier=1637448038&id=8527854943424955&widgetName=sp_atf_next
