,Title,Price,NumberReview,Review,url
245,The Persians  ,5.59,Golabi,5.0 out of 5 stars,https://www.amazon.ca/Persians-Aeschylus-ebook/dp/B09L1P6YY6/ref=sr_1_198?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-198
246,Elegant 14k Yellow Gold Persian Faravahar Pendant  ,321.99,,,https://www.amazon.ca/Elegant-Yellow-Persian-Faravahar-Pendant/dp/B07HS49MWY/ref=sr_1_199?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-199
247,"Safavieh Antiquity Collection AT824A Handmade Olive and Green Wool Runner, 2 Feet 3-Inch by 8 Feet  ",221.08,126,4.4 out of 5 stars,https://www.amazon.ca/Safavieh-Antiquity-Collection-AT824A-Handmade/dp/B00BEU0ISO/ref=sr_1_200?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-200
248,The Rider Tarot Deck  ,26.43,Golabi,4.7 out of 5 stars,https://www.amazon.ca/Rider-Waite-Tarot-Arthur-Edward-Waite/dp/091386613X/ref=sr_1_201?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-201
249,"nuLOOM Maranda Vintage Medallion Area Rug, 5' x 7' 5"", Gray  ",162.56,290,4.4 out of 5 stars,https://www.amazon.ca/nuLOOM-Maranda-Vintage-Medallion-Area/dp/B07W8RXYK4/ref=sr_1_202?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-202
250,"nuLOOM Olivia Persian Vintage Area Rug, 4' x 6', Multi  ",139.99,39,4.2 out of 5 stars,https://www.amazon.ca/nuLOOM-Abstract-Mosaic-Anya-Multicolor/dp/B01M74ZIB7/ref=sr_1_203?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-203
251,"Figurine,Figurines,Statue,Statues,Statuette,Sculptures,Persian Exotic Bronze Wall Statue for Living Room Bedroom Ornament Office Home Decor  ",591.00,,,https://www.amazon.ca/Figurine-Figurines-Statuette-Sculptures-Ornament/dp/B0825RP8S1/ref=sr_1_204?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-204
252,Wacoal Womens Embrace Lace Hi Cut Panty Brief Panty  ,22.43,180,4.5 out of 5 stars,https://www.amazon.ca/Wacoal-Womens-Embrace-Brief-Persian/dp/B08MVGXFM1/ref=sr_1_205?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-205
253,"nuLOOM Derya Persian Vintage Runner Rug, 2' x 8', Blue  ",66.99,65,4.5 out of 5 stars,https://www.amazon.ca/nuLOOM-Derya-Persian-Vintage-Runner/dp/B07THG3HLT/ref=sr_1_206?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-206
254,"Persian: Floral Notebook Gift for Cat Lovers, 100 pages with Timeline, 6""x9"", Matte Finish  ",9.99,,,https://www.amazon.ca/Persian-Floral-Notebook-Lovers-Timeline/dp/B09LGWT5B5/ref=sr_1_207?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-207
255,"nuLOOM Sarita Distressed Persian Runner Rug, 2' 6"" x 6', Grey  ",,30,4.4 out of 5 stars,https://www.amazon.ca/nuLOOM-Sarita-Distressed-Persian-Runner/dp/B07VRSRN1J/ref=sr_1_208?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-208
256,"Persian Painting Daf, Deff, Def, Erbane, Bendir With Soft Case NDR-140  ",187.00,4,5.0 out of 5 stars,https://www.amazon.ca/Persian-Painting-Erbane-Bendir-NDR-140/dp/B01N7W1OZC/ref=sr_1_209?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-209
257,Asoodehdelan Silver Pt Persian Map Flag Farvahar Necklace Chain Persia Faravahar Parsi Art Gift  ,24.63,2,3.9 out of 5 stars,https://www.amazon.ca/Asoodehdelan-Iranian-Farvahar-Necklace-Faravahar/dp/B01LW2S63S/ref=sr_1_210?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-210
258,The Persians  ,3.99,Golabi,5.0 out of 5 stars,https://www.amazon.ca/Persians-Aeschylus-ebook/dp/B0047T7H2Y/ref=sr_1_211?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-211
259,"nuLOOM Marina Oriental Distressed Area Rug, 5' 3"" x 7' 3"", Beige  ",251.72,4,3.2 out of 5 stars,https://www.amazon.ca/nuLOOM-Marina-Oriental-Distressed-Beige/dp/B07THG2LDW/ref=sr_1_212?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-212
260,"Ambesonne Mandala Outdoor Tablecloth, Moroccan Persian Design Oriental Rectangular Paisley Floral Print, Decorative Washable Picnic Table Cloth, 58"" X 104"", Burgundy White  ",64.95,1,5.0 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A05674022A4NKPALYWV0G&url=%2FAmbesonne-Tablecloth-Moroccan-Rectangular-Decorative%2Fdp%2FB077ZXCC44%2Fref%3Dsr_1_213_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448044%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-213-spons%26psc%3D1&qualifier=1637448044&id=1718933922689513&widgetName=sp_mtf
261,"Ambesonne Mandala Pillow Sham, Moroccan Persian Design Oriental Rectangular Paisley Floral Print, Decorative Standard Size Printed Pillowcase, 26"" X 20"", Burgundy White  ",28.95,11,3.7 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0505863DZZWVVUOKFYW&url=%2FAmbesonne-Moroccan-Rectangular-Decorative-Pillowcase%2Fdp%2FB07532ZM88%2Fref%3Dsr_1_214_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448044%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-214-spons%26psc%3D1&qualifier=1637448044&id=1718933922689513&widgetName=sp_mtf
262,"JV Home Vintage Collection Distressed | Bohemian | Colorful Chic Runner Rug for Hallway, Kitchen 2'7"" x 9' Multicolored/Yellow/Cream  ",78.90,505,4.4 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0153727303A4E8T1TX70&url=%2FJV-Home-Collection-Distressed-Multicolored%2Fdp%2FB07TY9CJW8%2Fref%3Dsr_1_215_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448044%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-215-spons%26psc%3D1%26smid%3DA10MGB89B0LKV9&qualifier=1637448044&id=1718933922689513&widgetName=sp_mtf
263,"nuLOOM RZBD32B Fancy Persian Vonda Area Rug, 5' x 7' 5"", Orange  ",172.53,604,4.1 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A05653192T91AVUAK5010&url=%2FnuLOOM-Fancy-Persian-Vonda-Orange%2Fdp%2FB06XDRP11B%2Fref%3Dsr_1_216_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448044%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-216-spons%26psc%3D1&qualifier=1637448044&id=1718933922689513&widgetName=sp_mtf
264,"Safavieh Vintage Persian Collection VTP474H Traditional Oriental Distressed Area Rug 2'6"" x 4' Charcoal/Blue  ",68.42,7,4.2 out of 5 stars,https://www.amazon.ca/Safavieh-Collection-Traditional-Oriental-Distressed/dp/B08Z8KZPKG/ref=sr_1_217?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-217
265,Traditional Persian Doormat Area Rug 3 Million Points Machine Made Persian Rugs 50 cm x 100  ,,,,https://www.amazon.ca/Traditional-Persian-Doormat-Rug-Million/dp/B07B7CCB73/ref=sr_1_218?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-218
266,"Persian: Floral Journal Gift for Cat Lovers, 100 pages with Timeline, 6""x9"", Matte Finish  ",9.99,,,https://www.amazon.ca/Persian-Floral-Journal-Lovers-Timeline/dp/B09LGWLCDF/ref=sr_1_219?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-219
267,Nourison TRA05 Tranquil Persian Vintage Ivory/Grey Area Rug 6' X 9  ,123.10,97,4.5 out of 5 stars,https://www.amazon.ca/Nourison-TRA05-Tranquil-Persian-Vintage/dp/B07K2VHWJ6/ref=sr_1_220?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-220
268,Van Heusen Men's Tall Fit Dress Shirts Poplin (Big and Tall)  ,37.68,1608,4.3 out of 5 stars,https://www.amazon.ca/Van-Heusen-Poplin-Persian-Sleeve/dp/B07CJT37N6/ref=sr_1_221?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-221
269,"Safavieh Vintage Hamadan Collection VTH213A Traditional Oriental Persian Runner, 2' 3"" x 12', Red/Multi  ",130.44,15,4.9 out of 5 stars,https://www.amazon.ca/Safavieh-VTH213A-212-Runner-23-Red/dp/B07FCLMS15/ref=sr_1_222?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-222
270,"Ananda Premium Rug Print Yoga Mat | Sweat Absorbing Non Slip Suede Surface on Natural Rubber Base Fitness & Exercise Mat, Best for Yoga, Workout, Pilates, Hot Yoga with Carrying Strap  ",49.99,21,4.7 out of 5 stars,https://www.amazon.ca/Ananda-Premium-Absorbing-Exercise-Carrying/dp/B08R94MGF2/ref=sr_1_223?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-223
271,Persians (Greek Tragedy in New Translations)  ,12.46,Golabi,3.9 out of 5 stars,https://www.amazon.ca/Persians-Greek-Tragedy-New-Translations-ebook/dp/B004Z0VE0Q/ref=sr_1_224?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-224
272,"nuLOOM Istanblue Persian Area Rug, 5' x 7' 5"", Dark Blue  ",207.99,18,4.2 out of 5 stars,https://www.amazon.ca/nuLOOM-200RZBD05A-53079-Traditional-Persian-Vintage/dp/B00TAA5AYW/ref=sr_1_225?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-225
273,"JONATHAN Y JMDP104 Modern Persian Vintage Medallion Floral Area Rug for Bedroom Kitchen Living Room Indoor Decor, 2 X 10, Gray  ",76.60,,,https://www.amazon.ca/JONATHAN-JMDP104-Persian-Vintage-Medallion/dp/B09FYC8SZ9/ref=sr_1_226?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-226
274,"Persian: Composition Notebook College Ruled 8.5 x 11, Perfect For Note-Taking (Journal, Diary, School Notebook), 110 Pages  ",8.99,,,https://www.amazon.ca/Persian-Composition-Notebook-College-Note-Taking/dp/B09F8Y7NV5/ref=sr_1_227?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-227
275,"Momeni Rugs PERGAPG-03TEB800R Persian Garden Collection, 100% New Zealand Wool Traditional Area Rug, 8' Round, Teal Blue  ",813.79,,,https://www.amazon.ca/Momeni-Rugs-PERGAPG-03TEB800R-Collection-Traditional/dp/B003OFWXNK/ref=sr_1_228?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-228
276,PUMA Womens Mid Impact Own It Bra  ,41.99,1,5.0 out of 5 stars,https://www.amazon.ca/PUMA-Womens-Impact-Persian-Medium/dp/B0916PK234/ref=sr_1_229?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-229
277,"Gertmenian 21313 Oriental Persian Traditional Area Rug, 5.25 x 7.5 Standard, Abstract Medallion Ivory  ",194.84,,,https://www.amazon.ca/Gertmenian-21313-Oriental-Traditional-Medallion/dp/B07CF7J4BJ/ref=sr_1_230?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-230
278,"Superior Elegant Glendale Collection Area Rug, Grey, 2' 3"" x 8' Runner  ",78.28,1113,4.2 out of 5 stars,https://www.amazon.ca/Superior-Elegant-Glendale-Collection-Runner/dp/B01MAW2WB2/ref=sr_1_231?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-231
279,Rugsville Fabron Persian Red Floral Hand Knotted Wool Rug 9' x 12'  ,"3,853.08",,,https://www.amazon.ca/Rugsville-Antique-Persian-Vegetable-Dyes/dp/B00FGJWV52/ref=sr_1_232?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-232
280,"Butterfly and its lover, candle in Rumi quote canvas print wall art with Persian calligraphy for your unique home decoration, Persian gift 75x100 CM (30""x40"")  ",319.00,,,https://www.amazon.ca/Butterfly-candle-Persian-calligraphy-decoration/dp/B0948NYMPP/ref=sr_1_233?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-233
281,Gyapuk Women's Vintage T-Shirt S  ,28.20,,,https://www.amazon.ca/Gyapuk-Ancestral-Sitting-Animalry-Persian/dp/B096XDRCQD/ref=sr_1_234?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-234
282,Pillow Perfect Madrid Persian Reversible Chair Pad (Set of 2)  ,109.46,28,4.3 out of 5 stars,https://www.amazon.ca/Pillow-Perfect-Madrid-Persian-Reversible/dp/B0146W8TSM/ref=sr_1_235?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-235
283,"Royal Command Advieh Spice Blend - 50 g (1.7 oz) | Authentic Persian Spice Mix, Made from Premium Quality Traditional Ingredients  ",14.99,22,4.5 out of 5 stars,https://www.amazon.ca/Royal-Command-Advieh-Spice-Blend/dp/B07RPMV3VS/ref=sr_1_236?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-236
284,"Persian: Composition Notebook College Ruled 8.5 x 11, Perfect For Note-Taking (Journal, Diary, School Notebook), 110 Pages  ",8.99,,,https://www.amazon.ca/Persian-Composition-Notebook-College-Note-Taking/dp/B09F8Y7NT3/ref=sr_1_237?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-237
285,"Cat, Persian White, 12 inches, 30cm, Plush Toy, Soft Toy, Stuffed Animal 3199  ",45.45,261,4.5 out of 5 stars,https://www.amazon.ca/Persian-inches-Plush-Stuffed-Animal/dp/B00PWLMFBO/ref=sr_1_238?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-238
286,"Persian: Here and Now, Book 1 (Introductory)  ",91.31,Golabi,3.7 out of 5 stars,https://www.amazon.ca/Persian-Here-Now-Book-Introductory-ebook/dp/B01ICQAF9E/ref=sr_1_239?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-239
287,"nuLOOM Paisley Verona Vintage Persian Runner Rug, 2' 6"" x 14', Blue  ",110.65,3,4.5 out of 5 stars,https://www.amazon.ca/nuLOOM-Paisley-Verona-Vintage-Persian/dp/B08938P7KT/ref=sr_1_240?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-240
288,"Well Woven Djemila Medallion Blue Vintage Persian Floral Oriental 4x6 (3'11"" x 5'7"") Area Rug Neutral Modern Shabby Chic Thick Soft Plush Shed Free  ",153.88,97,4.4 out of 5 stars,https://www.amazon.ca/Well-Woven-Djemila-Medallion-Oriental/dp/B0745XNRCD/ref=sr_1_241?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-241
289,Towlimss 18K Gold Plated Jewelry Stainless Steel Crystal Necklace Farvahar Symbol Tag Pendant Necklace  ,20.79,8,4.2 out of 5 stars,https://www.amazon.ca/Towlimss-Jewelry-Stainless-Necklace-Farvahar/dp/B07PXG1L77/ref=sr_1_242?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-242
290,"JONATHAN Y JMDP101 Modern Persian Vintage Moroccan Traditional Area Rug Bedroom Living Room Indoor Decor, 5' Square, Blue/Ivory  ",83.71,,,https://www.amazon.ca/JONATHAN-JMDP101-Persian-Moroccan-Traditional/dp/B09FYCHQ6F/ref=sr_1_243?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-243
291,"Persian: Composition Notebook College Ruled 8.5 x 11, Perfect For Note-Taking (Journal, Diary, School Notebook), 110 Pages  ",8.99,,,https://www.amazon.ca/Persian-Composition-Notebook-College-Note-Taking/dp/B09F8TD2JV/ref=sr_1_244?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-244
292,"Na! Na! Na! Surprise Teens Slumber Party Fashion Doll – Mila Rose, 11"" Soft Fabric Doll, Persian Kitty Inspired with Pink Hair, Multicolor  ",,3,5.0 out of 5 stars,https://www.amazon.ca/Na-Surprise-Teens-Slumber-Fashion/dp/B08WYZ895C/ref=sr_1_245?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-245
293,"DESTALYA Turkish Teapot Set, Stainless Steel Double Tea Pots for Stove Top, Tea Maker with Handle, Samovar Style Self-Strained Tea Kettle, Water Heater Warmer (Mini with Red Handles)  ",44.99,9,5.0 out of 5 stars,https://www.amazon.ca/DESTALYA-Turkish-Stainless-Samovar-Self-Strained/dp/B09CH499K1/ref=sr_1_246?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-246
294,Kafeimali Women's Tops Embroidered Loose Peasant Butterfly Mexican Blouse Shirt  ,26.99,143,3.8 out of 5 stars,https://www.amazon.ca/Kafeimali-Batwing-Embroidered-Peasant-Butterfly/dp/B01J7R6D3Y/ref=sr_1_247?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-247
295,"Safavieh Mahal Collection MAH693F Traditional Oriental Red and Navy Area Rug (4' x 5'7"")  ",161.83,21,4.4 out of 5 stars,https://www.amazon.ca/Safavieh-Collection-MAH693F-4-Feet-5-Feet/dp/B00PNF3S0G/ref=sr_1_248?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448044&sprefix=persian%2Caps%2C148&sr=8-248
296,"Lunarable Paisley Fabric by The Yard, Oriental Paisley Pattern Persian Culture Inspired Swirls and Style Flowers, Decorative Satin Fabric for Home Textiles and Crafts, 1 Yard, Dark Coral  ",21.95,1,5.0 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A07412262F7ZBS5BPNE8X&url=%2FLunarable-Oriental-Inspired-Decorative-Textiles%2Fdp%2FB07KN5877T%2Fref%3Dsr_1_249_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448044%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-249-spons%26psc%3D1&qualifier=1637448044&id=1718933922689513&widgetName=sp_btf
297,"Rug Branch Nova White Modern Soft Durable Area Rug (5x8 feet) Abstract - 5'3"" x 7'5"", White  ",113.36,3,4.6 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A06652442S4IEHM181Z8Y&url=%2FRug-Branch-Nova-Durable-Abstract%2Fdp%2FB07RN2CSHN%2Fref%3Dsr_1_250_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448044%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-250-spons%26psc%3D1&qualifier=1637448044&id=1718933922689513&widgetName=sp_btf
298,Bohemian Duvet Cover Queen Retro Boho Floral Comforter Cover Set 3Pcs Indian Ethnic Style Bedding Cover Set with 2 Pillowcases  ,58.99,361,4.5 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A0769938D4KN1UTQQOFM&url=%2FColorful-Printing-Bohemian-Microfiber-Pillowcases%2Fdp%2FB07PFGFF5S%2Fref%3Dsr_1_251_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448044%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-251-spons%26psc%3D1&qualifier=1637448044&id=1718933922689513&widgetName=sp_btf
299,"Loloi Rugs LORELQ-15TCSC Loren Collection Area, 2'-6"" x 7'-6"", Terracotta/Sky, Multi  ",203.34,222,4.6 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A05914783A222KU2OLJ6J&url=%2FLoloi-LORELQ-15TCSC-Loren-Collection-Terracotta%2Fdp%2FB07B56PHDZ%2Fref%3Dsr_1_252_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448044%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-252-spons%26psc%3D1&qualifier=1637448044&id=1718933922689513&widgetName=sp_btf
300,"Wieco Art Avenue in Schloss Kammer Park, 1912 by Gustav Klimt Famous Paintings Canvas Wall Art Bedroom Wall Decor Canvas Prints Artwork for Living Room Wall Decorations Home Decor  ",44.26,106,4.5 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0630368359VDWID08VBJ&url=%2FWieco-Art-Paintings-Reproduction-Kli-0203-6060%2Fdp%2FB07PJHJ3KJ%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448051%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-241-spons%26psc%3D1%26smid%3DA3A54IBL63VXFN&qualifier=1637448051&id=8929575261354855&widgetName=sp_atf_next
301,"Bourina Throw Blanket Textured Solid Soft Sofa Couch Decorative Knitted Blanket, 50"" x 60"", Dark Gold  ",31.99,14700,4.6 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0526473IB5VO68I68KZ&url=%2FBourina-Blanket-Textured-Decorative-Knitted%2Fdp%2FB07CT7LYM1%2Fref%3Dsr_1_242_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448051%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-242-spons%26psc%3D1&qualifier=1637448051&id=8929575261354855&widgetName=sp_atf_next
302,"A2Z Rug|Santorini Beige Medallion Overdyed with Floral Border|Family Room Modern Distressed Area Rug|Soft Short Medium Pile|120x170cm-3'11"" x5'7 ft|Small Area Carpet  ",69.00,1126,4.5 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A06940172PPZKX91ZZECL&url=%2FA2Z-Rug-Traditional-Santorini-Collection%2Fdp%2FB07885KNK1%2Fref%3Dsr_1_243_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448051%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-243-spons%26psc%3D1&qualifier=1637448051&id=8929575261354855&widgetName=sp_atf_next
303,"Alisveristime Handmade Turkish Tea Water Zamzam Serving Set Glasses Saucer, Tray and Spoon (Gold)  ",76.36,88,4.6 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0274222BNG7LGVGNOO1&url=%2FAlisveristime-Handmade-Turkish-Serving-Glasses%2Fdp%2FB089KFR3N7%2Fref%3Dsr_1_244_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448051%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-244-spons%26psc%3D1%26smid%3DAQG68OCBP4AW4&qualifier=1637448051&id=8929575261354855&widgetName=sp_atf_next
304,"Calico Critters Fashion Playset, Town Girl Series - Persian Cat  ",36.51,395,4.9 out of 5 stars,https://www.amazon.ca/Calico-Critters-Fashion-Playset-Town/dp/B08DG9TGJB/ref=sr_1_245?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448051&sprefix=persian%2Caps%2C148&sr=8-245
305,"Ambesonne Antique Soft Flannel Fleece Throw Blanket, Vintage Lacy Persian Pattern from Ottoman Empire Palace Carpet Style Art, Cozy Plush for Indoor and Outdoor Use, 70"" x 90"", Orange Brown  ",63.95,12,3.7 out of 5 stars,https://www.amazon.ca/Ambesonne-Antique-Flannel-Blanket-Vintage/dp/B08LW39B2K/ref=sr_1_246?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448051&sprefix=persian%2Caps%2C148&sr=8-246
306,"Safavieh Vintage Hamadan Collection VTH213A Traditional Oriental Persian Runner, 2' 3"" x 12', Red/Multi  ",130.44,15,4.9 out of 5 stars,https://www.amazon.ca/Safavieh-VTH213A-212-Runner-23-Red/dp/B07FCLMS15/ref=sr_1_247?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448051&sprefix=persian%2Caps%2C148&sr=8-247
307,RoomMates Persian Ikat Peel and Stick Wallpaper  ,66.11,5,3.7 out of 5 stars,https://www.amazon.ca/Persian-Ikat-Peel-Stick-Wallpaper/dp/B08HGXD97H/ref=sr_1_248?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448051&sprefix=persian%2Caps%2C148&sr=8-248
308,Towlimss 18K Gold Plated Jewelry Stainless Steel Crystal Necklace Farvahar Symbol Tag Pendant Necklace  ,20.79,8,4.2 out of 5 stars,https://www.amazon.ca/Towlimss-Jewelry-Stainless-Necklace-Farvahar/dp/B07PXG1L77/ref=sr_1_249?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448051&sprefix=persian%2Caps%2C148&sr=8-249
309,"Traditional Area Rug Scatter 2x3 Red Foyer Rugs 2x4 Persian All-Over Style Bathroom Burgundy Carpet Washable Rugs, 2x3 Door Mat  ",71.64,2,3.0 out of 5 stars,https://www.amazon.ca/Traditional-Rugs-All-Over-Bathroom-Burgundy/dp/B01I8TDAS8/ref=sr_1_250?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448051&sprefix=persian%2Caps%2C148&sr=8-250
